PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
CA3600510,AMERICAN LEGION POST 751,Region 9,California,Transient non-community system,25,,San Bernardino,2,0,27
CA1310005,"HOLTVILLE, CITY OF",Region 9,California,Community water system,"6,355",HOLTVILLE,Imperial,4,23,17
CA4901248,MATANZAS CREEK WINERY,Region 9,California,Non-Transient non-community system,139,,Sonoma,3,10,4
CA4010026,NIPOMO COMM SERVICES DIST,Region 9,California,Community water system,"13,173",,San Luis Obispo,36,4,18
CA5610023,VENTURA WWD NO. 8 - SIMI VALLEY,Region 9,California,Community water system,"97,292",,Ventura,14,4,19
CA4900584,TIMBER COVE COUNTY WATER DISTRICT,Region 9,California,Community water system,271,,Sonoma,5,7,6
CA4901459,ROBERT YOUNG FAMILY LIMITED PARTNER,Region 9,California,Transient non-community system,75,,Sonoma,3,0,3
CA3601181,IVANPAH SOLAR THERMAL POWER PLANT,Region 9,California,Non-Transient non-community system,56,,San Bernardino,4,0,13
CA3601170,MOLLY BROWN'S COUNTRY CAFE,Region 9,California,Transient non-community system,25,,San Bernardino,2,0,18
CA4000778,PARSONS WATER SUPPLY,Region 9,California,Non-Transient non-community system,30,,San Luis Obispo,2,1,11
CA4000783,SANTA MARIA SPEEDWAY,Region 9,California,Transient non-community system,100,,San Luis Obispo,3,1,7
CA4000784,ARROYO GRANDE MUSHROOM FARM,Region 9,California,Non-Transient non-community system,42,,San Luis Obispo,5,0,8
CA4000788,HUNTER RANCH GOLF COURSE,Region 9,California,Transient non-community system,50,,San Luis Obispo,4,4,5
CA4000790,PASO ROBLES RV RANCH,Region 9,California,Transient non-community system,105,,San Luis Obispo,3,0,5
CA4000225,"PHILLIPS 66 COMPANY, SANTA MARIA FACILIT",Region 9,California,Non-Transient non-community system,140,,San Luis Obispo,6,0,7
CA4000226,PACIFIC DUNES RANCH,Region 9,California,Non-Transient non-community system,40,,San Luis Obispo,4,8,5
CA1500585,OASIS PROPERTY OWNERS ASSOCIATION,Region 9,California,Community water system,100,,Kern,6,44,7
CA1510028,MIL POTRERO MWC,Region 9,California,Community water system,"1,600",,Kern,15,14,13
CA3601162,VFW POST 5551,Region 9,California,Transient non-community system,25,,San Bernardino,2,3,24
CA4000702,SUNSET DRIVE-IN SNACK BAR,Region 9,California,Transient non-community system,25,,San Luis Obispo,3,1,9
CA1000258,DRIFTWOOD MOBILEHOME PARK,Region 9,California,Transient non-community system,30,,Fresno,2,14,4
CA1500542,WILLOW SPRINGS MOBILE HOME PARK,Region 9,California,Community water system,275,,Kern,3,13,8
CA5602512,BOUQUET MULTIMEDIA,Region 9,California,Transient non-community system,100,,Ventura,3,4,6
CA1000229,GREEN ACRES MOBILE HOME ESTATE,Region 9,California,Community water system,350,,Fresno,3,6,8
CA5400504,PORTERVILLE MOBILE VILLAGE,Region 9,California,Community water system,154,,Tulare,3,15,10
CA5400523,EL MONTE VILLAGE MHP,Region 9,California,Community water system,100,,Tulare,3,39,9
CA4901447,DONUM ESTATE WATER SYSTEM,Region 9,California,Transient non-community system,50,,Sonoma,3,0,1
CA5401049,CAMP WILDERNESS,Region 9,California,Transient non-community system,40,,Tulare,2,5,5
CA4500071,PELORIA DIGGER BAY LLC,Region 9,California,Transient non-community system,100,,Shasta,8,1,9
CA4901250,SONOMA WEST HOLDINGS INDUSTRIAL PARK,Region 9,California,Non-Transient non-community system,25,,Sonoma,8,2,2
CA4900859,SONOMA WEST HOLDINGS NORTH PLANT,Region 9,California,Non-Transient non-community system,50,,Sonoma,5,1,3
CA5400541,PORTERVILLE CITRUS RAYO,Region 9,California,Non-Transient non-community system,100,,Tulare,7,59,12
CA3500830,FALLON ROAD LABOR HOUSING,Region 9,California,Community water system,84,,San Benito,3,17,7
CA4500094,RIVERLAND MOBILEHOME PARK,Region 9,California,Community water system,274,,Shasta,10,6,12
CA4500104,SUNRISE MOBILEHOME PARK,Region 9,California,Community water system,35,,Shasta,4,9,10
CA5700785,SEMINIS VEGETABLE SEED,Region 9,California,Non-Transient non-community system,300,,Yolo,8,4,10
CA5700787,FARMER'S MARKET,Region 9,California,Transient non-community system,33,,Yolo,3,15,15
CA5700827,PIONEER HI-BRED INTERNATIONAL,Region 9,California,Non-Transient non-community system,115,,Yolo,6,20,12
CA5700828,PAMUNKEY VINEYARDS,Region 9,California,Transient non-community system,25,,Yolo,5,11,13
CA4700627,JUNIPER CREEK ESTATES,Region 9,California,Community water system,130,,Siskiyou,3,5,7
CA5210005,RIO ALTO WATER DISTRICT,Region 9,California,Community water system,"3,329",,Tehama,8,5,20
CA1200590,MOONSTONE HEIGHTS MWA,Region 9,California,Community water system,33,,Humboldt,3,17,11
CA3205011,BUCKS LAKE MARINA,Region 9,California,Transient non-community system,45,,Plumas,3,1,5
CA4000598,CUYAMA LANE WATER COMPANY,Region 9,California,Non-Transient non-community system,25,,San Luis Obispo,3,4,10
CA2300708,RIDGEWOOD WATER SYSTEM,Region 9,California,Community water system,220,,Mendocino,10,14,7
CA2300788,WHITE DEER LODGE WATER SYSTEM,Region 9,California,Transient non-community system,40,,Mendocino,4,11,3
CA4901231,ARROWOOD VINEYARDS & WINERY,Region 9,California,Transient non-community system,40,,Sonoma,3,2,2
CA4810034,GILL SIDHU CHEVRON,Region 9,California,Transient non-community system,255,,Solano,3,1,4
CA4800732,DIXON 76,Region 9,California,Transient non-community system,150,,Solano,3,8,8
CA3705051,SUTHERLAND RESERVOIR RECREATION AREA,Region 9,California,Transient non-community system,300,,San Diego,2,2,5
CA3705059,SET FREE MINISTRIES,Region 9,California,Transient non-community system,50,,San Diego,2,11,4
CA1000586,SJRP COKE HALLOWELL CENTER,Region 9,California,Transient non-community system,39,FRESNO,Fresno,2,2,2
CA4901274,NICHOLSON RANCH WINERY,Region 9,California,Transient non-community system,100,,Sonoma,4,4,4
CA1700736,CACHE CREEK VINEYARDS,Region 9,California,Transient non-community system,310,,Lake,3,0,2
CA1503679,CUYAMA ORCHARDS INC,Region 9,California,Transient non-community system,88,,Kern,4,0,4
CA5410009,PIXLEY PUBLIC UTIL DIST,Region 9,California,Community water system,"2,772",,Tulare,17,62,7
CA5403121,INTERNATIONAL PAPER - EXETER BULK,Region 9,California,Non-Transient non-community system,106,,Tulare,3,10,5
CA5400536,KINGS RIVER ESTATES MUTUAL WATER COMPANY,Region 9,California,Community water system,106,,Tulare,5,23,8
CA5401048,KINGS RIVER GOLF COURSE,Region 9,California,Transient non-community system,200,,Tulare,2,10,5
CA5400624,KINGS RIVER ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,550,,Tulare,5,5,9
CA4210030,CENTRAL COAST WATER AUTHORITY,Region 9,California,Community water system,0,,Santa Barbara,5,2,21
CA2400128,COUNTRY CLUB COUNTY WD,Region 9,California,Community water system,64,,Merced,3,3,2
CA2702681,HARTNELL RD WS #1,Region 9,California,Non-Transient non-community system,69,,Monterey,2,0,1
CA5400898,MONTECITO LAKE RESORT,Region 9,California,Transient non-community system,270,,Tulare,9,21,7
CA5400552,STONY CREEK LODGE,Region 9,California,Transient non-community system,30,,Tulare,2,11,6
CA5401010,BSA-CAMP WHITSETT,Region 9,California,Transient non-community system,500,,Tulare,3,8,6
CA5400792,WOODVILLE FARM LABOR CENTER,Region 9,California,Community water system,650,,Tulare,3,9,5
CA5400631,LINNELL FARM LABOR CENTER,Region 9,California,Community water system,694,,Tulare,3,7,8
CA5400679,99 PALMS INN AND SUITES,Region 9,California,Transient non-community system,60,,Tulare,2,19,7
CA5403150,HARI'S MARKET,Region 9,California,Transient non-community system,212,,Tulare,2,1,3
CA4901300,WINDY HILL WINERY,Region 9,California,Transient non-community system,26,,Sonoma,3,18,3
CA5102032,DWR-SUTTER MAINTENANCE YARD,Region 9,California,Non-Transient non-community system,38,,Sutter,2,18,13
CA5402056,PEOPLE'S FOOD AND DELI INC.,Region 9,California,Transient non-community system,100,,Tulare,4,69,10
CA5402038,PATTERSON TRACT CSD,Region 9,California,Community water system,550,,Tulare,4,18,8
CA2400175,THE MORNING STAR PACKING COMPANY,Region 9,California,Non-Transient non-community system,650,,Merced,6,4,6
CA2400051,LIBERTY PACKING COMPANY LLC,Region 9,California,Non-Transient non-community system,920,,Merced,8,3,3
CA4901327,GOLD RIDGE PINOT DBA EMERITUS VINEYARDS,Region 9,California,Transient non-community system,26,,Sonoma,5,2,2
CA4600012,ALLEGHANY COUNTY W.D.,Region 9,California,Community water system,80,,Sierra,5,15,26
CA5400769,FOOTHILL APARTMENTS,Region 9,California,Community water system,41,,Tulare,3,4,3
CA5400917,SHOP N GO,Region 9,California,Transient non-community system,25,,Tulare,5,14,9
CA4300949,MT. HAMILTON GRANDVIEW RESTAURANT,Region 9,California,Transient non-community system,181,,Santa Clara,3,2,7
CA3301031,BANNING HTS. MUTUAL WATER CO.,Region 9,California,Community water system,552,,Riverside,10,31,16
CA2400028,MERCED RIVER RESORT,Region 9,California,Transient non-community system,225,,Merced,3,5,1
CA1500517,STOCO MUTUAL WATER COMPANY,Region 9,California,Non-Transient non-community system,85,,Kern,3,30,5
CA1502217,BETHEL IN THE HILLS - PCG CAMP,Region 9,California,Transient non-community system,320,,Kern,2,9,5
CA1502154,LAKESIDE SCHOOL,Region 9,California,Non-Transient non-community system,800,,Kern,4,49,5
CA3200024,LITTLE BEAR RV PARK,Region 9,California,Transient non-community system,100,,Plumas,7,0,5
CA1910143,"SAN FERNANDO-CITY, WATER DEPT.",Region 9,California,Community water system,"24,322",SAN FERNANDO,Los Angeles,14,1,35
CA2203023,WHITE CHIEF MOUNTAIN LODGE,Region 9,California,Transient non-community system,73,,Mariposa,3,3,4
CA1000013,LOWER DEER CREEK TRACT,Region 9,California,Transient non-community system,60,,Fresno,2,27,5
CA5010040,SOUTH SAN JOAQUIN IRRIGATION DISTRICT,Region 9,California,Community water system,"202,301",,Stanislaus,3,1,12
CA5602109,GLENVIEW MOBILE PARK,Region 9,California,Community water system,160,,Ventura,5,37,15
CA1010339,CALIFORNIA STATE UNIVERSITY FRESNO,Region 9,California,Community water system,"41,000",,Fresno,16,2,6
CA1010044,"HURON, CITY OF",Region 9,California,Community water system,"9,306",HURON,Fresno,4,73,18
CA4910016,"COTATI, CITY OF",Region 9,California,Community water system,"7,653",COTATI,Sonoma,9,0,11
CA4901413,EIGHTH STREET EAST PARTNERS,Region 9,California,Transient non-community system,35,,Sonoma,3,1,1
CA4901329,PEPPERWOOD ENVIRONMENTAL CENTER,Region 9,California,Transient non-community system,35,,Sonoma,3,0,1
CA2801032,ROBERT KEENAN WINERY,Region 9,California,Transient non-community system,125,,Napa,3,3,3
CA2800015,SOMERSTON WINERY,Region 9,California,Non-Transient non-community system,25,,Napa,4,1,7
CA2800013,LUNA VINEYARDS,Region 9,California,Transient non-community system,25,,Napa,5,0,5
CA3200134,BLAIRSDEN WATER USERS ASSN,Region 9,California,Community water system,200,,Plumas,4,33,11
CA0105013,EBRPD - REDWOOD SPRING REGIONAL PARK,Region 9,California,Transient non-community system,35,,Alameda,3,0,7
CA0708000,EBRPD BAY POINT REGIONAL SHORELINE,Region 9,California,Transient non-community system,200,PITTSBURG,Contra Costa,2,0,2
CA5700784,GRACE VALLEY CHRISTIAN CENTER,Region 9,California,Non-Transient non-community system,304,,Yolo,2,0,13
CA4300605,GILROY USD-RUCKER SCHOOL,Region 9,California,Non-Transient non-community system,688,,Santa Clara,3,4,4
CA3100062,INDIAN CREEK GOLF COURSE,Region 9,California,Transient non-community system,500,,Placer,5,3,8
CA3107310,VETERINARY DEVELOPMENT COMPANY,Region 9,California,Non-Transient non-community system,40,,Placer,4,8,26
CA1900976,THE OAKS,Region 9,California,Community water system,67,,Los Angeles,18,3,10
CA3100011,AUBURN VALLEY COMMUNITY SERVICE DIS,Region 9,California,Community water system,290,,Placer,14,4,48
CA5800888,SEVEN MILE HOUSE,Region 9,California,Transient non-community system,50,,Yuba,4,0,3
CA5200556,MAYWOOD MOBILE HOME PARK,Region 9,California,Community water system,140,,Tehama,2,17,8
CA5200338,JEHOVAH'S WITNESSES -CORNING,Region 9,California,Transient non-community system,60,,Tehama,2,0,6
CA5800884,YOUNGLIFE WOODLEAF,Region 9,California,Transient non-community system,200,,Yuba,4,2,3
CA3900998,OASIS MARINA-RESORT,Region 9,California,Transient non-community system,100,,San Joaquin,2,1,25
CA3400302,RANCHO SECO PARK,Region 9,California,Transient non-community system,40,,Sacramento,2,2,17
CA3400232,RANCHO SECO NGS (SMUD),Region 9,California,Non-Transient non-community system,27,,Sacramento,4,17,11
CA3400374,DUCK ISLAND RV PARK,Region 9,California,Transient non-community system,110,,Sacramento,2,1,19
CA3400334,COURTLAND BOARDWALK,Region 9,California,Transient non-community system,60,,Sacramento,2,3,13
CA3400119,EDDO'S HARBOR & R V PARK,Region 9,California,Transient non-community system,75,,Sacramento,2,8,33
CA3400391,BRADSHAW CHRISTIAN SCHOOL,Region 9,California,Non-Transient non-community system,935,,Sacramento,2,2,23
CA3400268,WALNUT GROVE ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,200,,Sacramento,3,3,29
CA0202504,MARKLEEVILLE WATER CO.,Region 9,California,Community water system,25,,Alpine,5,29,3
CA4901357,COVIN WATER SYSTEM,Region 9,California,Transient non-community system,51,,Sonoma,4,6,2
CA2710018,SEASIDE MUNICIPAL WATER SYSTEM,Region 9,California,Community water system,"2,800",,Monterey,9,8,11
CA5000454,PURINA MILLS INC,Region 9,California,Non-Transient non-community system,25,,Stanislaus,2,5,9
CA5000273,GRATTON SCHOOL,Region 9,California,Non-Transient non-community system,110,,Stanislaus,3,44,12
CA5000408,WESTLEY CSD,Region 9,California,Community water system,70,,Stanislaus,4,5,8
CA0706054,BETHEL MARKET,Region 9,California,Transient non-community system,100,,Contra Costa,2,12,34
CA0707509,DELTA BAR AND GRILL,Region 9,California,Transient non-community system,100,,Contra Costa,3,9,11
CA2600545,WOODS LODGE,Region 9,California,Transient non-community system,75,,Mono,2,15,9
CA5000584,MESA ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,860,,Stanislaus,2,0,4
CA0707570,BRIDGEHEAD CAFE,Region 9,California,Transient non-community system,80,,Contra Costa,3,18,23
CA0707521,BYRON CORNERS INC,Region 9,California,Transient non-community system,90,,Contra Costa,3,9,29
CA5000290,SMART STOP FOOD MART (EH),Region 9,California,Transient non-community system,26,,Stanislaus,2,2,9
CA0707608,MARINA MOBILE MANOR,Region 9,California,Community water system,75,,Contra Costa,4,11,27
CA2000195,HIDDEN VIEW  HENSLEY LAKE,Region 9,California,Transient non-community system,297,,Madera,16,1,16
CA2000749,BUCK RIDGE HENSLEY LAKE,Region 9,California,Transient non-community system,55,,Madera,16,2,16
CA1502622,GOSFORD ROAD WATER COMPANY,Region 9,California,Community water system,50,,Kern,3,25,5
CA4300993,Z BEST PRODUCTS,Region 9,California,Non-Transient non-community system,90,,Santa Clara,6,2,5
CA0202505,PACIFIC VALLEY CAMPGROUND,Region 9,California,Transient non-community system,50,,Alpine,3,2,4
CA0202523,BLOOMFIELD CG #1,Region 9,California,Transient non-community system,25,,Alpine,2,0,3
CA0202524,HIGHLAND LKS #1,Region 9,California,Transient non-community system,25,,Alpine,2,0,3
CA0202525,HIGHLAND LAKES #2,Region 9,California,Transient non-community system,26,,Alpine,2,0,3
CA0202562,SAND FLAT # 1,Region 9,California,Transient non-community system,25,,Alpine,2,0,4
CA0202563,SAND FLAT # 2,Region 9,California,Transient non-community system,25,,Alpine,2,0,4
CA4410014,SAN LORENZO VALLEY WATER DIST,Region 9,California,Community water system,"21,145",,Santa Cruz,44,6,27
CA0901217,BEAR STATE WATER WORKS,Region 9,California,Community water system,100,,El Dorado,9,11,6
CA0202564,SAND FLAT # 3,Region 9,California,Transient non-community system,25,,Alpine,3,0,3
CA0202565,SAND FLAT # 4,Region 9,California,Transient non-community system,25,,Alpine,2,0,3
CA0202566,SAND FLAT # 5,Region 9,California,Transient non-community system,25,,Alpine,3,0,4
CA0202509,LAKE ALPINE IMPROVEMENT ASSOCIATION,Region 9,California,Transient non-community system,25,,Alpine,4,0,2
CA0202517,LAKE ALPINE REC. AREA,Region 9,California,Transient non-community system,50,,Alpine,7,24,3
CA3400204,7042 FOLSOM LLC WATER SYSTEM,Region 9,California,Transient non-community system,50,,Sacramento,2,17,24
CA3400429,ADESA OF SACRAMENTO,Region 9,California,Non-Transient non-community system,320,,Sacramento,2,4,30
CA3400382,BRADSHAW RANCH GOLF COURSE INC,Region 9,California,Transient non-community system,155,,Sacramento,2,5,22
CA3400410,SHELDON TRADING POST,Region 9,California,Transient non-community system,60,,Sacramento,2,2,15
CA3400201,COUNTRYSIDE DRIVE-IN,Region 9,California,Transient non-community system,40,,Sacramento,2,4,11
CA3400453,"MATSUDA'S BY GREEN ACRES, LLC",Region 9,California,Non-Transient non-community system,125,,Sacramento,4,8,28
CA3400273,WILTON BIBLE CHURCH,Region 9,California,Non-Transient non-community system,125,,Sacramento,2,0,21
CA3410035,LIGHTHOUSE MARINA RESTAURANT & RESORT,Region 9,California,Transient non-community system,450,,Sacramento,6,8,15
CA3400336,BROOKSIDE EQUESTRIAN PARK,Region 9,California,Transient non-community system,300,,Sacramento,4,2,17
CA3400383,BUILDING TRADES ASSOC,Region 9,California,Transient non-community system,30,,Sacramento,2,3,22
CA3400396,TEAL BEND GOLF COURSE,Region 9,California,Transient non-community system,300,,Sacramento,3,0,15
CA0202503,WOODFORDS MUTUAL WATER COMPANY,Region 9,California,Community water system,50,,Alpine,3,6,2
CA3400457,FLYING V STATION,Region 9,California,Transient non-community system,100,,Sacramento,2,0,14
CA3901336,WESTERN PALLET SUPPLY & LOGISTICS,Region 9,California,Non-Transient non-community system,40,,San Joaquin,4,7,57
CA5000547,KEYES 76 (WATER SYSTEM),Region 9,California,Transient non-community system,25,,Stanislaus,2,2,8
CA0706059,GAS N SAVE,Region 9,California,Transient non-community system,120,,Contra Costa,2,25,32
CA2600552,GRANT LAKE MARINA,Region 9,California,Transient non-community system,130,,Mono,2,12,9
CA5000538,MODESTO CHRISTIAN CENTER (WATERSYSTEM),Region 9,California,Transient non-community system,25,,Stanislaus,2,5,6
CA0707550,SUNSET HARBOR,Region 9,California,Transient non-community system,30,,Contra Costa,2,0,11
CA2600553,ROCK CREEK LODGE,Region 9,California,Transient non-community system,23,,Mono,2,16,13
CA5000274,PARADISE SCHOOL,Region 9,California,Non-Transient non-community system,152,,Stanislaus,3,4,10
CA5000590,CEBRO FROZEN FOODS (EH),Region 9,California,Non-Transient non-community system,25,,Stanislaus,4,3,5
CA5000529,SUNRISE ROCK & REDI-MIX,Region 9,California,Non-Transient non-community system,25,,Stanislaus,2,3,6
CA5000263,OASIS INVESTMENTS,Region 9,California,Community water system,75,,Stanislaus,3,12,19
